date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-03-19,AC,0,state,4,0.0,False,881935.0,12.0,0.45355,0.0
2020-03-19,AL,0,state,4,0.0,False,3337357.0,27.0,0.11986,0.0
2020-03-19,AM,0,state,3,0.0,False,4144597.0,13.0,0.07238,0.0
2020-03-19,BA,0,state,31,0.0,False,14873064.0,29.0,0.20843000000000006,0.0
2020-03-19,CE,0,state,24,0.0,False,9132078.0,23.0,0.26281,0.0
2020-03-19,DF,0,state,42,0.0,False,3015268.0,53.0,1.39291,0.0
2020-03-19,ES,0,state,13,0.0,False,4018650.0,32.0,0.32349,0.0
2020-03-19,GO,0,state,15,0.0,False,7018354.0,52.0,0.21373000000000006,0.0
2020-03-19,MG,0,state,29,0.0,False,21168791.0,31.0,0.13699,0.0
2020-03-19,MS,0,state,9,0.0,False,2778986.0,50.0,0.32386,0.0
2020-03-19,PA,0,state,1,0.0,False,8602865.0,15.0,0.01162,0.0
2020-03-19,PB,0,state,1,0.0,False,4018127.0,25.0,0.02489,0.0
2020-03-19,PE,0,state,28,0.0,False,9557071.0,26.0,0.29298,0.0
2020-03-19,PI,0,state,3,0.0,False,3273227.0,22.0,0.09165,0.0
2020-03-19,PR,0,state,23,0.0,False,11433957.0,41.0,0.20116,0.0
2020-03-19,RJ,0,state,66,2.0,False,17264943.0,33.0,0.38228,0.0303
2020-03-19,RN,0,state,1,0.0,False,3506853.0,24.0,0.02852,0.0
2020-03-19,RS,0,state,31,0.0,False,11377239.0,43.0,0.27247,0.0
2020-03-19,SC,0,state,21,0.0,False,7164788.0,42.0,0.2931,0.0
2020-03-19,SE,0,state,6,0.0,False,2298696.0,28.0,0.26102,0.0
2020-03-19,SP,0,state,286,5.0,False,45919049.0,35.0,0.62284,0.0175
2020-03-19,RS,Alvorada,city,1,0.0,False,210305.0,4300604.0,0.4755,0.0
2020-03-19,GO,Anápolis,city,2,0.0,False,386923.0,5201108.0,0.5169,0.0
2020-03-19,GO,Aparecida de Goiânia,city,1,0.0,False,578179.0,5201405.0,0.17296,0.0
2020-03-19,CE,Aquiraz,city,1,0.0,False,80271.0,2301000.0,1.24578,0.0
2020-03-19,SE,Aracaju,city,5,0.0,False,657013.0,2800308.0,0.76102,0.0
2020-03-19,RS,Bagé,city,2,0.0,False,121143.0,4301602.0,1.65094,0.0
2020-03-19,SC,Balneário Camboriú,city,4,0.0,False,142295.0,4202008.0,2.81106,0.0
2020-03-19,RJ,Barra Mansa,city,1,0.0,False,184412.0,3300407.0,0.5422600000000001,0.0
2020-03-19,SP,Barueri,city,1,0.0,False,274182.0,3505708.0,0.36472,0.0
2020-03-19,MG,Belo Horizonte,city,18,0.0,False,2512070.0,3106200.0,0.71654,0.0
2020-03-19,PE,Belo Jardim,city,1,0.0,False,76439.0,2601706.0,1.30823,0.0
2020-03-19,PA,Belém,city,1,0.0,False,1492745.0,1501402.0,0.06699,0.0
2020-03-19,DF,Brasília,city,42,0.0,False,3015268.0,5300108.0,1.39291,0.0
2020-03-19,SC,Braço do Norte,city,4,0.0,False,33450.0,4202800.0,11.95815,0.0
2020-03-19,SP,Campinas,city,1,0.0,False,1204073.0,3509502.0,0.08305,0.0
2020-03-19,RS,Campo Bom,city,2,0.0,False,66712.0,4303905.0,2.99796,0.0
2020-03-19,MS,Campo Grande,city,8,0.0,False,895982.0,5002704.0,0.8928799999999999,0.0
2020-03-19,PR,Campo Largo,city,1,0.0,False,132002.0,4104204.0,0.75756,0.0
2020-03-19,SP,Carapicuíba,city,2,0.0,False,400927.0,3510609.0,0.49884,0.0
2020-03-19,RS,Caxias do Sul,city,2,0.0,False,510906.0,4305108.0,0.39146,0.0
2020-03-19,PR,Cianorte,city,2,0.0,False,82620.0,4105508.0,2.42072,0.0
2020-03-19,MG,Coronel Fabriciano,city,1,0.0,False,109855.0,3119401.0,0.91029,0.0
2020-03-19,SP,Cotia,city,2,0.0,False,249210.0,3513009.0,0.8025399999999999,0.0
2020-03-19,PR,Curitiba,city,17,0.0,False,1933105.0,4106902.0,0.87941,0.0
2020-03-19,MG,Divinópolis,city,1,0.0,False,238230.0,3122306.0,0.41976,0.0
2020-03-19,RS,Erechim,city,1,0.0,False,105862.0,4307005.0,0.94463,0.0
2020-03-19,RS,Farroupilha,city,1,0.0,False,72331.0,4307906.0,1.38253,0.0
2020-03-19,BA,Feira de Santana,city,5,0.0,False,614872.0,2910800.0,0.81318,0.0
2020-03-19,SP,Ferraz de Vasconcelos,city,1,0.0,False,194276.0,3515707.0,0.51473,0.0
2020-03-19,SC,Florianópolis,city,6,0.0,False,500973.0,4205407.0,1.19767,0.0
2020-03-19,CE,Fortaleza,city,17,0.0,False,2669342.0,2304400.0,0.63686,0.0
2020-03-19,PR,Foz do Iguaçu,city,1,0.0,False,258532.0,4108304.0,0.3868,0.0
2020-03-19,GO,Goiânia,city,7,0.0,False,1516113.0,5208707.0,0.46171,0.0
2020-03-19,RJ,Guapimirim,city,1,0.0,False,60517.0,3301850.0,1.6524299999999998,0.0
2020-03-19,SP,Guarulhos,city,1,0.0,False,1379182.0,3518800.0,0.07251,0.0
2020-03-19,MG,Ipatinga,city,1,0.0,False,263410.0,3131307.0,0.37964,0.0
2020-03-19,BA,Itabuna,city,1,0.0,False,213223.0,2914802.0,0.46899,0.0
2020-03-19,PE,Jaboatão dos Guararapes,city,2,0.0,False,702298.0,2607901.0,0.28478000000000003,0.0
2020-03-19,SP,Jaguariúna,city,1,0.0,False,57488.0,3524709.0,1.7394900000000002,0.0
2020-03-19,GO,Jataí,city,1,0.0,False,100882.0,5211909.0,0.99126,0.0
2020-03-19,SC,Joinville,city,2,0.0,False,590466.0,4209102.0,0.33872,0.0
2020-03-19,PB,João Pessoa,city,1,0.0,False,809015.0,2507507.0,0.12361,0.0
2020-03-19,MG,Juiz de Fora,city,2,0.0,False,568873.0,3136702.0,0.35157,0.0
2020-03-19,BA,Lauro de Freitas,city,2,0.0,False,198440.0,2919207.0,1.00786,0.0
2020-03-19,ES,Linhares,city,1,0.0,False,173555.0,3203205.0,0.57619,0.0
2020-03-19,PR,Londrina,city,1,0.0,False,569733.0,4113700.0,0.17552,0.0
2020-03-19,AL,Maceió,city,4,0.0,False,1018948.0,2704302.0,0.39256,0.0
2020-03-19,PR,Maringá,city,1,0.0,False,423666.0,4115200.0,0.23603,0.0
2020-03-19,SP,Mauá,city,1,0.0,False,472912.0,3529401.0,0.21146,0.0
2020-03-19,RJ,Miguel Pereira,city,1,1.0,False,25538.0,3302908.0,3.91573,1.0
2020-03-19,RN,Natal,city,1,0.0,False,884122.0,2408102.0,0.11311,0.0
2020-03-19,RJ,Niterói,city,7,1.0,False,513584.0,3303302.0,1.36297,0.1429
2020-03-19,MG,Nova Lima,city,2,0.0,False,94889.0,3144805.0,2.10773,0.0
2020-03-19,SP,Osasco,city,1,0.0,False,698418.0,3534401.0,0.14318,0.0
2020-03-19,TO,Palmas,city,1,0.0,False,299127.0,1721000.0,0.33431,0.0
2020-03-19,MG,Patrocínio,city,1,0.0,False,90757.0,3148103.0,1.10184,0.0
2020-03-19,PR,Pinhais,city,1,0.0,False,132157.0,4119152.0,0.75668,0.0
2020-03-19,RS,Porto Alegre,city,20,0.0,False,1483771.0,4314902.0,1.34792,0.0
2020-03-19,BA,Porto Seguro,city,4,0.0,False,148686.0,2925303.0,2.69023,0.0
2020-03-19,BA,Prado,city,1,0.0,False,28174.0,2925501.0,3.54937,0.0
2020-03-19,SE,Propriá,city,1,0.0,False,29626.0,2805703.0,3.37541,0.0
2020-03-19,SC,Rancho Queimado,city,2,0.0,False,2878.0,4214300.0,69.4927,0.0
2020-03-19,PE,Recife,city,14,0.0,False,1645727.0,2611606.0,0.85069,0.0
2020-03-19,AC,Rio Branco,city,4,0.0,False,407319.0,1200401.0,0.98203,0.0
2020-03-19,GO,Rio Verde,city,3,0.0,False,235647.0,5218805.0,1.27309,0.0
2020-03-19,RJ,Rio de Janeiro,city,56,0.0,False,6718903.0,3304557.0,0.83347,0.0
2020-03-19,BA,Salvador,city,18,0.0,False,2872347.0,2927408.0,0.62667,0.0
2020-03-19,SP,Santana de Parnaíba,city,1,0.0,False,139447.0,3547304.0,0.71712,0.0
2020-03-19,SP,Santo André,city,6,0.0,False,718773.0,3547809.0,0.8347600000000001,0.0
2020-03-19,RS,Sapiranga,city,1,0.0,False,81734.0,4319901.0,1.22348,0.0
2020-03-19,MG,Sete Lagoas,city,1,0.0,False,239639.0,3167202.0,0.41729,0.0
2020-03-19,MS,Sidrolândia,city,1,0.0,False,57665.0,5007901.0,1.73415,0.0
2020-03-19,CE,Sobral,city,1,0.0,False,208935.0,2312908.0,0.47862,0.0
2020-03-19,SP,Suzano,city,1,0.0,False,297637.0,3552502.0,0.33598,0.0
2020-03-19,SP,São Bernardo do Campo,city,3,0.0,False,838936.0,3548708.0,0.3576,0.0
2020-03-19,SP,São Caetano do Sul,city,6,0.0,False,161127.0,3548807.0,3.72377,0.0
2020-03-19,SC,São José,city,1,0.0,False,246586.0,4216602.0,0.40554,0.0
2020-03-19,SP,São José do Rio Preto,city,1,0.0,False,460671.0,3549805.0,0.21707,0.0
2020-03-19,SP,São José dos Campos,city,1,0.0,False,721944.0,3549904.0,0.13851,0.0
2020-03-19,SP,São Paulo,city,259,5.0,False,12252023.0,3550308.0,2.11394,0.0193
2020-03-19,RS,Taquara,city,1,0.0,False,57466.0,4321204.0,1.74016,0.0
2020-03-19,SP,Taubaté,city,1,0.0,False,314924.0,3554102.0,0.31754,0.0
2020-03-19,PI,Teresina,city,3,0.0,False,864845.0,2211001.0,0.34688,0.0
2020-03-19,SC,Tubarão,city,2,0.0,False,105686.0,4218707.0,1.8924,0.0
2020-03-19,MG,Uberlândia,city,2,0.0,False,691305.0,3170206.0,0.28931,0.0
2020-03-19,SP,Vargem Grande Paulista,city,1,0.0,False,52597.0,3556453.0,1.90125,0.0
2020-03-19,ES,Vila Velha,city,7,0.0,False,493838.0,3205200.0,1.41747,0.0
2020-03-19,ES,Vitória,city,5,0.0,False,362097.0,3205309.0,1.38085,0.0
