date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-04-01,AC,0,state,43,0.0,False,881935.0,12.0,4.87564,0.0
2020-04-01,AL,0,state,18,1.0,False,3337357.0,27.0,0.53935,0.0556
2020-04-01,AM,0,state,200,3.0,False,4144597.0,13.0,4.82556,0.015
2020-04-01,AP,0,state,11,0.0,False,845731.0,16.0,1.30065,0.0
2020-04-01,BA,0,state,246,2.0,False,14873064.0,29.0,1.654,0.0081
2020-04-01,CE,0,state,445,9.0,False,9132078.0,23.0,4.87293,0.0202
2020-04-01,DF,0,state,370,4.0,False,3015268.0,53.0,12.27088,0.0108
2020-04-01,ES,0,state,120,0.0,False,4018650.0,32.0,2.98608,0.0
2020-04-01,GO,0,state,73,1.0,False,7018354.0,52.0,1.04013,0.0137
2020-04-01,MA,0,state,70,1.0,False,7075181.0,21.0,0.98937,0.0143
2020-04-01,MG,0,state,314,3.0,False,21168791.0,31.0,1.48332,0.0096
2020-04-01,MS,0,state,51,1.0,False,2778986.0,50.0,1.8352,0.0196
2020-04-01,MT,0,state,28,0.0,False,3484466.0,51.0,0.80357,0.0
2020-04-01,PA,0,state,41,1.0,False,8602865.0,15.0,0.47659,0.0244
2020-04-01,PB,0,state,21,1.0,False,4018127.0,25.0,0.52263,0.0476
2020-04-01,PE,0,state,95,8.0,False,9557071.0,26.0,0.99403,0.0842
2020-04-01,PI,0,state,19,4.0,False,3273227.0,22.0,0.5804699999999999,0.2105
2020-04-01,PR,0,state,229,3.0,False,11433957.0,41.0,2.00281,0.0131
2020-04-01,RJ,0,state,832,28.0,False,17264943.0,33.0,4.81901,0.0337
2020-04-01,RN,0,state,92,2.0,False,3506853.0,24.0,2.62343,0.0217
2020-04-01,RO,0,state,9,1.0,False,1777225.0,11.0,0.50641,0.1111
2020-04-01,RR,0,state,26,0.0,False,605761.0,14.0,4.29212,0.0
2020-04-01,RS,0,state,316,5.0,False,11377239.0,43.0,2.77748,0.0158
2020-04-01,SC,0,state,247,2.0,False,7164788.0,42.0,3.44742,0.0081
2020-04-01,SE,0,state,22,0.0,False,2298696.0,28.0,0.95706,0.0
2020-04-01,SP,0,state,2981,164.0,False,45919049.0,35.0,6.49186,0.055
2020-04-01,TO,0,state,12,0.0,False,1572866.0,17.0,0.76294,0.0
2020-04-01,PA,Abaetetuba,city,1,0.0,False,157698.0,1500107.0,0.63412,0.0
2020-04-01,AC,Acrelândia,city,8,0.0,False,15256.0,1200013.0,52.43838,0.0
2020-04-01,ES,Afonso Cláudio,city,1,0.0,False,30586.0,3200102.0,3.26947,0.0
2020-04-01,BA,Alagoinhas,city,3,0.0,False,151596.0,2900702.0,1.97894,0.0
2020-04-01,MS,Alcinópolis,city,1,0.0,False,5343.0,5000252.0,18.71608,0.0
2020-04-01,RS,Alegrete,city,1,0.0,False,73589.0,4300406.0,1.3589,0.0
2020-04-01,MG,Alfenas,city,1,0.0,False,79996.0,3101607.0,1.25006,0.0
2020-04-01,PE,Aliança,city,1,0.0,False,38386.0,2600708.0,2.60512,0.0
2020-04-01,PR,Almirante Tamandaré,city,3,0.0,False,118623.0,4100400.0,2.52902,0.0
2020-04-01,ES,Alto Rio Novo,city,1,0.0,False,7836.0,3200359.0,12.76161,0.0
2020-04-01,RS,Alvorada,city,2,0.0,False,210305.0,4300604.0,0.951,0.0
2020-04-01,SP,Americana,city,2,0.0,False,239597.0,3501608.0,0.83473,0.0
2020-04-01,PA,Ananindeua,city,7,0.0,False,530598.0,1500800.0,1.3192700000000002,0.0
2020-04-01,RJ,Angra dos Reis,city,1,0.0,False,203785.0,3300100.0,0.49071,0.0
2020-04-01,AM,Anori,city,1,0.0,False,21010.0,1300102.0,4.75964,0.0
