date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-04-12,AC,0,state,77,2.0,True,881935.0,12.0,8.7308,0.026
2020-04-12,AL,0,state,48,3.0,True,3337357.0,27.0,1.43826,0.0625
2020-04-12,AM,0,state,1206,62.0,True,4144597.0,13.0,29.09812,0.0514
2020-04-12,AP,0,state,237,5.0,True,845731.0,16.0,28.023090000000003,0.0211
2020-04-12,BA,0,state,674,21.0,True,14873064.0,29.0,4.5316800000000015,0.0312
2020-04-12,CE,0,state,1747,76.0,True,9132078.0,23.0,19.130370000000006,0.0435
2020-04-12,DF,0,state,618,14.0,True,3015268.0,53.0,20.49569,0.0227
2020-04-12,ES,0,state,430,14.0,True,4018650.0,32.0,10.70011,0.0326
2020-04-12,GO,0,state,229,14.0,True,7018354.0,52.0,3.26287,0.0611
2020-04-12,MA,0,state,445,27.0,True,7075181.0,21.0,6.2895900000000005,0.0607
2020-04-12,MG,0,state,806,20.0,False,21168791.0,31.0,3.80749,0.0248
2020-04-12,MS,0,state,101,2.0,True,2778986.0,50.0,3.63442,0.0198
2020-04-12,MT,0,state,123,3.0,True,3484466.0,51.0,3.52995,0.0244
2020-04-12,PA,0,state,259,14.0,True,8602865.0,15.0,3.01062,0.0541
2020-04-12,PB,0,state,111,13.0,True,4018127.0,25.0,2.76248,0.1171
2020-04-12,PE,0,state,960,85.0,True,9557071.0,26.0,10.04492,0.0885
2020-04-12,PI,0,state,51,7.0,True,3273227.0,22.0,1.5581,0.1373
2020-04-12,PR,0,state,750,31.0,False,11433957.0,41.0,6.5594100000000015,0.0413
2020-04-12,RJ,0,state,2855,170.0,True,17264943.0,33.0,16.5364,0.0595
2020-04-12,RN,0,state,339,17.0,True,3506853.0,24.0,9.66679,0.0501
2020-04-12,RO,0,state,42,2.0,True,1777225.0,11.0,2.36323,0.0476
2020-04-12,RR,0,state,83,3.0,True,605761.0,14.0,13.701770000000002,0.0361
2020-04-12,RS,0,state,664,16.0,True,11377239.0,43.0,5.83621,0.0241
2020-04-12,SC,0,state,776,24.0,True,7164788.0,42.0,10.83075,0.0309
2020-04-12,SE,0,state,44,4.0,True,2298696.0,28.0,1.91413,0.0909
2020-04-12,SP,0,state,8755,588.0,True,45919049.0,35.0,19.06616,0.0672
2020-04-12,TO,0,state,26,0.0,True,1572866.0,17.0,1.65303,0.0
2020-04-12,PA,Abaetetuba,city,2,0.0,True,157698.0,1500107.0,1.26825,0.0
2020-04-12,MG,Abaeté,city,1,0.0,False,23237.0,3100203.0,4.30348,0.0
2020-04-12,PE,Abreu e Lima,city,10,0.0,True,99990.0,2600054.0,10.001,0.0
2020-04-12,PA,Acará,city,1,0.0,True,55591.0,1500206.0,1.79885,0.0
2020-04-12,AC,Acrelândia,city,10,0.0,True,15256.0,1200013.0,65.54798000000001,0.0
2020-04-12,SP,Adamantina,city,1,0.0,False,35068.0,3500105.0,2.8516,0.0
2020-04-12,BA,Adustina,city,1,1.0,True,17040.0,2900355.0,5.86854,1.0
2020-04-12,ES,Afonso Cláudio,city,1,0.0,True,30586.0,3200102.0,3.26947,0.0
2020-04-12,SP,Agudos,city,2,1.0,True,37214.0,3500709.0,5.37432,0.5
2020-04-12,BA,Alagoinhas,city,5,0.0,True,151596.0,2900702.0,3.2982400000000003,0.0
2020-04-12,MS,Alcinópolis,city,1,0.0,True,5343.0,5000252.0,18.71608,0.0
2020-04-12,RS,Alegrete,city,1,0.0,True,73589.0,4300406.0,1.3589,0.0
2020-04-12,MG,Alfenas,city,1,0.0,False,79996.0,3101607.0,1.25006,0.0
2020-04-12,ES,Alfredo Chaves,city,1,0.0,True,14601.0,3200300.0,6.84885,0.0
2020-04-12,PE,Aliança,city,2,0.0,True,38386.0,2600708.0,5.21023,0.0
2020-04-12,PR,Almirante Tamandaré,city,6,0.0,False,118623.0,4100400.0,5.05804,0.0
2020-04-12,GO,Aloândia,city,1,0.0,True,1995.0,5200506.0,50.12531,0.0
2020-04-12,MG,Alpercata,city,1,0.0,False,7424.0,3101805.0,13.469829999999998,0.0
2020-04-12,MT,Alta Floresta,city,1,0.0,True,51782.0,5100250.0,1.93117,0.0
2020-04-12,PA,Altamira,city,2,0.0,True,114594.0,1500602.0,1.7452900000000002,0.0
2020-04-12,MA,Altamira do Maranhão,city,1,0.0,True,8128.0,2100402.0,12.30315,0.0
2020-04-12,RR,Alto Alegre,city,1,1.0,True,15510.0,1400050.0,6.44745,1.0
2020-04-12,ES,Alto Rio Novo,city,1,0.0,False,7836.0,3200359.0,12.76161,0.0
2020-04-12,RS,Alvorada,city,5,1.0,True,210305.0,4300604.0,2.3775,0.2
2020-04-12,SP,Americana,city,3,2.0,True,239597.0,3501608.0,1.2521,0.6667
2020-04-12,CE,Amontada,city,1,0.0,True,43452.0,2300754.0,2.30139,0.0
2020-04-12,SP,Amparo,city,1,0.0,True,72195.0,3501905.0,1.38514,0.0
2020-04-12,SP,Américo Brasiliense,city,1,0.0,True,40504.0,3501707.0,2.46889,0.0
2020-04-12,PA,Ananindeua,city,26,0.0,True,530598.0,1500800.0,4.90013,0.0
2020-04-12,RJ,Angra dos Reis,city,5,0.0,True,203785.0,3300100.0,2.45357,0.0
2020-04-12,GO,Anhanguera,city,1,0.0,True,1149.0,5201207.0,87.0322,0.0
2020-04-12,SC,Anita Garibaldi,city,1,0.0,True,7133.0,4201000.0,14.01935,0.0
2020-04-12,AM,Anori,city,3,0.0,True,21010.0,1300102.0,14.27891,0.0
2020-04-12,RS,Anta Gorda,city,2,0.0,True,5981.0,4300703.0,33.43922,0.0
2020-04-12,SC,Antônio Carlos,city,11,3.0,True,8513.0,4201208.0,129.21414,0.2727
2020-04-12,GO,Anápolis,city,18,0.0,True,386923.0,5201108.0,4.65209,0.0
2020-04-12,GO,Aparecida de Goiânia,city,5,1.0,True,578179.0,5201405.0,0.8647799999999999,0.2
2020-04-12,RN,Apodi,city,4,1.0,True,35845.0,2401008.0,11.15916,0.25
2020-04-12,CE,Aquiraz,city,29,0.0,True,80271.0,2301000.0,36.12762,0.0
2020-04-12,SE,Aracaju,city,35,4.0,True,657013.0,2800308.0,5.32714,0.1143
2020-04-12,CE,Aracati,city,2,1.0,True,74547.0,2301109.0,2.68287,0.5
2020-04-12,BA,Araci,city,1,1.0,True,54379.0,2902104.0,1.83895,1.0
2020-04-12,ES,Aracruz,city,7,0.0,True,101220.0,3200607.0,6.91563,0.0
2020-04-12,MG,Araguari,city,7,0.0,False,117267.0,3103504.0,5.96928,0.0
2020-04-12,TO,Araguaína,city,6,0.0,True,180470.0,1702109.0,3.32465,0.0
2020-04-12,PR,Arapongas,city,9,0.0,False,123027.0,4101507.0,7.315469999999999,0.0
2020-04-12,SC,Araranguá,city,4,0.0,True,68228.0,4201406.0,5.8627,0.0
2020-04-12,SP,Araraquara,city,10,1.0,True,236072.0,3503208.0,4.2360000000000015,0.1
2020-04-12,SP,Araras,city,3,0.0,True,134236.0,3503307.0,2.23487,0.0
2020-04-12,RJ,Araruama,city,3,0.0,True,132400.0,3300209.0,2.26586,0.0
2020-04-12,PR,Araruna,city,8,0.0,False,13970.0,4101705.0,57.26557,0.0
2020-04-12,PR,Araucária,city,4,0.0,False,143843.0,4101804.0,2.78081,0.0
2020-04-12,SP,Araçariguama,city,1,0.0,True,22364.0,3502754.0,4.47147,0.0
